TimeStamps,AnkleAccelerometer,,,AnkleAngularVelocity,,,AnkleLuminosity,RightPocketAccelerometer,,,RightPocketAngularVelocity,,,RightPocketLuminosity,BeltAccelerometer,,,BeltAngularVelocity,,,BeltLuminosity,NeckAccelerometer,,,NeckAngularVelocity,,,NeckLuminosity,WristAccelerometer,,,WristAngularVelocity,,,WristLuminosity,BrainSensor,Infrared1,Infrared2,Infrared3,Infrared4,Infrared5,Infrared6,Subject,Activity,Trial
,x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),illuminance (lx),x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),illuminance (lx),x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),illuminance (lx),x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),illuminance (lx),x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),illuminance (lx),,,,,,,
2018-07-10T13:28:07.404574,-0.073,-0.212,-0.978,-7.012,2.988,0.366,60.416,0.088,0.357,-0.889,-5.732,-1.22,-1.098,0,-0.27,0.006,-0.915,-0.854,-2.927,0.61,0,0.059,-0.01,-1.024,-5.854,2.317,-1.463,0,0.926,-0.052,0.365,0.549,-6.646,-4.146,254.059,-90,1,0,0,0,1,1,4,1,3,11
2018-07-10T13:28:07.450198,-0.073,-0.212,-0.978,-3.598,0.976,0.244,60.416,0.088,0.357,-0.889,-4.756,-0.549,-0.671,0,-0.241,-0.011,-1.013,-1.951,-2.988,0.976,0,0.085,-0.047,-1.1,-4.39,2.927,-1.341,0,0.926,-0.052,0.365,2.927,3.293,-7.256,254.059,18,1,0,0,0,1,1,4,1,3,11
2018-07-10T13:28:07.499332,-0.089,-0.198,-1.013,1.037,-1.89,0,60.416,0.116,0.352,-0.927,-0.854,-0.671,-0.183,0,-0.241,-0.011,-1.013,-0.366,-1.037,0.793,0,0.085,-0.047,-1.1,-1.89,2.439,-0.549,0,0.926,-0.062,0.398,3.476,7.317,-5,254.059,-9,1,0,0,0,1,1,4,1,3,11
2018-07-10T13:28:07.574173,-0.093,-0.228,-0.96,0.427,-3.963,-0.183,60.416,0.099,0.363,-0.868,4.146,-0.061,0.793,0,-0.233,-0.002,-1.012,2.988,3.659,-0.122,0,0.098,-0.052,-1.1,5.427,0.976,1.098,0,0.911,-0.044,0.423,0.488,-2.134,3.415,254.059,112,1,0,0,0,1,1,4,1,3,11
2018-07-10T13:28:07.638351,-0.093,-0.228,-0.96,-1.098,-0.671,-0.427,60.416,0.078,0.369,-0.823,-0.793,0.732,0.366,0,-0.257,0.016,-0.932,-0.122,2.378,0.305,0,0.082,-0.017,-1.043,2.012,-0.61,1.341,0,0.898,-0.034,0.394,-0.793,-8.902,3.415,254.059,60,1,0,0,0,1,1,4,1,3,11
2018-07-10T13:28:07.694501,-0.087,-0.238,-0.965,2.012,1.402,-0.183,60.416,0.078,0.369,-0.823,-5.488,-0.549,-0.915,0,-0.264,0.016,-0.912,-2.195,-1.098,0.61,0,0.069,-0.005,-1.036,-2.622,-0.427,0.549,0,0.898,-0.034,0.394,0.427,-5.732,0.61,254.059,153,1,0,0,0,1,1,4,1,3,11
2018-07-10T13:28:07.747648,-0.083,-0.23,-0.98,4.39,1.159,-0.061,60.416,0.082,0.37,-0.847,-8.476,-2.439,-1.768,0,-0.264,0.016,-0.912,-3.537,-4.573,0.976,0,0.076,-0.017,-1.065,-4.695,1.341,-0.366,0,0.904,-0.039,0.372,2.134,0.183,-3.049,254.059,76,1,0,0,0,1,1,4,1,3,11
2018-07-10T13:28:07.794773,-0.083,-0.23,-0.98,4.146,0.915,-0.122,60.416,0.082,0.37,-0.847,-7.683,-3.232,-1.829,0,-0.259,0.01,-0.961,-1.22,-3.232,0.854,0,0.076,-0.017,-1.065,-2.622,1.951,-0.244,0,0.904,-0.039,0.372,3.659,6.341,-5.427,254.059,69,1,0,0,0,1,1,4,1,3,11
2018-07-10T13:28:07.842907,-0.087,-0.23,-0.964,3.537,0,-0.061,60.416,0.093,0.377,-0.876,-0.671,-1.22,-0.122,0,-0.255,0.012,-0.987,0.854,0.61,0.366,0,0.089,-0.025,-1.09,0.122,1.829,0,0,0.917,-0.036,0.403,2.439,6.951,-3.78,254.059,180,1,0,0,0,1,1,4,1,3,11
2018-07-10T13:28:07.903572,-0.092,-0.233,-0.974,-3.963,-0.671,-0.183,60.416,0.094,0.376,-0.868,2.866,0.122,0.793,0,-0.255,0.012,-0.987,2.622,4.024,-0.061,0,0.089,-0.025,-1.09,2.622,0.976,0.305,0,0.911,-0.028,0.422,0.488,0.854,-0.305,254.059,172,1,0,0,0,1,1,4,1,3,11
2018-07-10T13:28:07.963073,-0.092,-0.233,-0.974,-3.415,-0.305,-0.061,60.416,0.084,0.368,-0.84,3.293,0.732,0.854,0,-0.254,0.017,-0.947,2.012,4.817,0,0,0.085,-0.018,-1.061,4.451,-0.915,0.671,0,0.9,-0.033,0.391,-1.89,-7.256,3.963,254.059,212,1,0,0,0,1,1,4,1,3,11
2018-07-10T13:28:08.016220,-0.089,-0.234,-0.972,-0.854,0.671,0.183,36.7,0.084,0.368,-0.84,1.707,-0.488,0.366,0,-0.251,0.011,-0.928,1.829,3.11,0.122,0,0.076,-0.016,-1.042,2.134,-0.244,0.427,0,0.9,-0.033,0.391,-1.585,-5.305,3.354,254.059,237,1,0,1,0,0,1,4,1,3,11
2018-07-10T13:28:08.060338,-0.086,-0.23,-0.968,0.244,1.22,0.061,36.7,0.086,0.363,-0.852,0.244,-1.463,-0.244,0,-0.251,0.011,-0.928,1.341,1.037,0.305,0,0.076,-0.016,-1.042,0.122,0.061,0.061,0,0.916,-0.045,0.379,-0.305,-1.341,0.549,254.059,413,1,0,1,0,0,1,4,1,3,11
2018-07-10T13:28:08.106964,-0.086,-0.23,-0.968,0.488,1.28,0,36.7,0.086,0.363,-0.852,-1.463,-1.89,-0.488,0,-0.246,0.004,-0.963,0.671,0.122,0.488,0,0.08,-0.025,-1.06,-0.488,2.073,0,0,0.916,-0.045,0.379,1.159,1.829,-2.439,254.059,329,1,0,1,0,0,1,4,1,3,11
2018-07-10T13:28:08.154593,-0.09,-0.228,-0.978,0.732,0.549,-0.061,36.7,0.096,0.369,-0.885,-1.098,-1.402,-0.366,0,-0.242,0.007,-0.985,0.671,-0.061,0.366,0,0.088,-0.032,-1.084,0.854,1.646,0.183,0,0.921,-0.038,0.396,1.829,3.232,-3.354,254.059,471,1,0,1,0,0,1,4,1,3,11
2018-07-10T13:28:08.200219,-0.09,-0.228,-0.978,-0.122,0.305,-0.061,36.7,0.095,0.37,-0.875,-0.732,-0.793,-0.183,0,-0.242,0.007,-0.985,0.61,0.061,0.305,0,0.088,-0.032,-1.084,0.122,0.488,0.366,0,0.915,-0.034,0.403,0.488,2.195,-0.061,254.059,579,1,0,1,0,0,1,4,1,3,11
2018-07-10T13:28:08.263891,-0.09,-0.231,-0.973,-0.122,0.122,0.061,36.7,0.095,0.37,-0.875,-0.427,-0.183,-0.122,0,-0.247,0.009,-0.957,0.305,0.183,0.366,0,0.083,-0.024,-1.061,0.671,-1.098,0.549,0,0.915,-0.034,0.403,-0.305,0.244,1.341,254.059,725,1,0,1,0,0,1,4,1,3,11
2018-07-10T13:28:08.319043,-0.089,-0.237,-0.969,-0.183,0.122,-0.122,36.7,0.086,0.367,-0.85,-0.732,-0.671,-0.366,0,-0.251,0.012,-0.937,0.366,-0.793,0.366,0,0.078,-0.015,-1.049,0,-0.61,0.488,0,0.902,-0.033,0.394,0.183,0,0.305,254.059,732,1,0,1,0,0,1,4,1,3,11
2018-07-10T13:28:08.371182,-0.089,-0.236,-0.968,-0.061,0.854,-0.122,36.7,0.085,0.37,-0.849,-1.524,-1.098,-0.61,0,-0.251,0.012,-0.937,0.061,-1.463,0.427,0,0.078,-0.015,-1.049,-0.366,-0.732,0.366,0,0.91,-0.032,0.397,0.61,1.463,-1.037,254.059,794,1,0,1,0,0,1,4,1,3,11
2018-07-10T13:28:08.420319,-0.089,-0.236,-0.968,0.854,0.915,-0.183,36.7,0.085,0.37,-0.849,-2.073,-1.341,-0.732,0,-0.253,0.012,-0.954,-0.122,-1.951,0.488,0,0.078,-0.016,-1.063,-0.61,0.854,0.122,0,0.91,-0.032,0.397,0.976,1.951,-1.646,254.059,753,1,0,1,0,0,1,4,1,3,11
2018-07-10T13:28:08.468448,-0.09,-0.234,-0.97,1.098,0.488,0,36.7,0.09,0.374,-0.865,-0.671,-0.732,-0.366,0,-0.25,0.012,-0.967,0.183,-0.488,0.366,0,0.083,-0.022,-1.072,0.061,0.854,0.122,0,0.912,-0.03,0.401,0.671,1.768,-1.159,254.059,612,1,0,1,0,0,1,4,1,3,11
2018-07-10T13:28:08.518587,-0.09,-0.234,-0.97,-0.427,0.122,0.061,36.7,0.093,0.372,-0.865,0.366,-0.427,-0.061,0,-0.25,0.012,-0.967,0.671,0.366,0.305,0,0.083,-0.022,-1.072,0.854,0.427,0.305,0,0.912,-0.03,0.401,-0.244,0.549,0.366,254.059,533,1,0,1,0,0,1,4,1,3,11
2018-07-10T13:28:08.577745,-0.092,-0.233,-0.971,-1.463,0.793,0,36.7,0.093,0.372,-0.865,1.463,-0.122,0.183,0,-0.25,0.011,-0.957,1.22,1.037,0.183,0,0.082,-0.021,-1.063,2.317,-0.183,0.366,0,0.911,-0.034,0.4,-0.915,-2.134,2.256,254.059,467,1,0,1,0,0,1,4,1,3,11
2018-07-10T13:28:08.623873,-0.089,-0.234,-0.973,-1.098,0.61,0.061,36.7,0.09,0.366,-0.856,0.793,-0.549,-0.061,0,-0.25,0.011,-0.957,1.28,0.793,0.183,0,0.077,-0.021,-1.054,1.463,-0.61,0.366,0,0.912,-0.038,0.393,-0.854,-2.5,2.317,254.059,408,1,0,1,0,0,1,4,1,3,11
2018-07-10T13:28:08.669996,-0.089,-0.234,-0.973,-0.427,0.671,0,36.7,0.089,0.365,-0.857,-0.183,-0.976,-0.305,0,-0.251,0.009,-0.946,0.671,-0.61,0.305,0,0.077,-0.021,-1.054,1.159,0.183,0.305,0,0.912,-0.038,0.393,-0.488,-2.195,1.707,254.059,359,1,0,1,0,0,1,4,1,3,11
2018-07-10T13:28:08.716122,-0.088,-0.234,-0.971,0.366,0.549,0.061,36.7,0.089,0.365,-0.857,-1.159,-1.28,-0.61,0,-0.251,0.008,-0.958,0.244,-1.159,0.427,0,0.077,-0.025,-1.062,0.671,0.244,0.244,0,0.914,-0.041,0.387,-0.061,-1.098,0.488,254.059,338,1,0,1,0,0,1,4,1,3,11
2018-07-10T13:28:08.764252,-0.088,-0.234,-0.971,0.183,0.549,0,36.7,0.093,0.367,-0.868,-1.22,-1.28,-0.549,0,-0.251,0.008,-0.958,0.122,-1.159,0.427,0,0.077,-0.025,-1.062,0.793,0.671,0.244,0,0.917,-0.037,0.392,1.098,1.159,-1.402,254.059,297,1,0,1,0,0,1,4,1,3,11
2018-07-10T13:28:08.808874,-0.091,-0.233,-0.971,-0.549,0.427,-0.061,36.7,0.093,0.367,-0.868,-1.28,-1.159,-0.549,0,-0.252,0.011,-0.964,0,-1.341,0.488,0,0.08,-0.025,-1.071,0.671,0.976,0.244,0,0.917,-0.037,0.392,0.854,1.463,-0.732,254.059,273,1,0,1,0,0,1,4,1,3,11
2018-07-10T13:28:08.942601,-0.091,-0.236,-0.972,-0.488,0.122,0,36.7,0.089,0.368,-0.857,-0.671,-1.28,-0.488,0,-0.257,0.011,-0.957,0.244,-1.341,0.549,0,0.075,-0.021,-1.057,1.463,-0.427,0.305,0,0.91,-0.034,0.394,0.366,-0.732,0.183,254.059,178,1,0,1,0,0,1,4,1,3,11
2018-07-10T13:28:08.990730,-0.091,-0.236,-0.972,-0.488,0.427,0,36.7,0.087,0.37,-0.854,-1.341,-1.341,-0.549,0,-0.259,0.013,-0.947,0.183,-1.524,0.427,0,0.075,-0.021,-1.057,1.22,-0.488,0.305,0,0.91,-0.034,0.394,0.305,-1.159,0.061,254.059,152,1,0,1,0,0,1,4,1,3,11
2018-07-10T13:28:09.044879,-0.091,-0.238,-0.969,0.061,0.488,0,36.7,0.087,0.37,-0.854,-1.22,-1.098,-0.549,0,-0.26,0.014,-0.953,0.244,-1.098,0.427,0,0.075,-0.023,-1.061,0.732,-0.061,0.244,0,0.911,-0.034,0.388,0,0,0.793,292.196,138,1,0,1,0,0,0,4,1,3,11
2018-07-10T13:28:09.091002,-0.091,-0.238,-0.969,-0.122,0.305,0.061,36.7,0.09,0.369,-0.858,-0.854,-1.037,-0.427,0,-0.26,0.014,-0.953,0.427,-0.549,0.366,0,0.075,-0.023,-1.061,0.366,0.305,0.183,0,0.913,-0.038,0.392,0.549,0.793,-0.122,292.196,53,1,0,1,0,0,0,4,1,3,11
2018-07-10T13:28:09.138133,-0.092,-0.235,-0.971,-0.427,0.549,0,36.7,0.09,0.37,-0.864,-0.122,-0.793,-0.183,0,-0.26,0.014,-0.96,0.671,-0.061,0.305,0,0.077,-0.024,-1.065,1.098,0.122,0.183,0,0.913,-0.038,0.392,0.671,0.915,-0.366,292.196,53,1,0,1,0,0,0,4,1,3,11
2018-07-10T13:28:09.184257,-0.092,-0.234,-0.972,-0.305,0.549,0,36.7,0.09,0.37,-0.864,0.183,-0.427,0.061,0,-0.26,0.014,-0.96,0.732,0.671,0.305,0,0.076,-0.024,-1.063,1.402,-0.061,0.244,0,0.914,-0.035,0.394,0.427,0,0.244,292.196,53,1,0,1,0,0,0,4,1,3,11
2018-07-10T13:28:09.240410,-0.092,-0.234,-0.972,0,0.549,0,36.7,0.089,0.367,-0.86,0.244,-0.183,0.122,0,-0.258,0.012,-0.957,0.854,1.463,0.244,0,0.076,-0.024,-1.063,1.098,-0.061,0.244,0,0.914,-0.035,0.394,0.061,-1.037,0.915,292.196,53,1,0,1,0,0,0,4,1,3,11
2018-07-10T13:28:09.285531,-0.091,-0.235,-0.971,-0.61,0.671,0,36.7,0.089,0.367,-0.86,0,-0.488,0.061,0,-0.256,0.012,-0.95,0.915,1.098,0.305,0,0.074,-0.025,-1.06,0.732,-0.061,0.244,0,0.912,-0.038,0.387,0.183,-0.549,0.61,292.196,52,1,0,1,0,0,0,4,1,3,11
2018-07-10T13:28:09.339681,-0.091,-0.237,-0.969,0.305,0.549,0,36.7,0.088,0.367,-0.86,-0.732,-0.976,-0.305,0,-0.256,0.012,-0.95,0.671,0.61,0.366,0,0.073,-0.026,-1.063,0.671,0.61,0.244,0,0.916,-0.039,0.385,0.488,0.244,0.061,292.196,52,1,0,1,0,0,0,4,1,3,11
2018-07-10T13:28:09.387809,-0.091,-0.237,-0.969,0.183,0.488,0,36.7,0.091,0.368,-0.862,-0.793,-0.915,-0.244,0,-0.256,0.011,-0.958,0.427,0.305,0.305,0,0.073,-0.026,-1.063,0.305,1.463,0.244,0,0.916,-0.039,0.385,0.793,0.732,-0.366,292.196,53,1,0,1,0,0,0,4,1,3,11
2018-07-10T13:28:09.435942,-0.093,-0.238,-0.972,0.183,0.305,0.061,36.7,0.091,0.368,-0.862,-1.098,-0.915,-0.305,0,-0.256,0.013,-0.959,0.305,0.305,0.366,0,0.078,-0.025,-1.069,-0.427,1.524,0.183,0,0.915,-0.036,0.389,0.854,1.22,-0.488,292.196,53,1,0,1,0,0,0,4,1,3,11
2018-07-10T13:28:09.485074,-0.093,-0.238,-0.972,-0.488,0.671,-0.061,36.7,0.092,0.368,-0.861,-0.915,-0.732,-0.183,0,-0.256,0.013,-0.959,0.244,0.854,0.427,0,0.078,-0.025,-1.069,-0.427,0.976,0.244,0,0.914,-0.036,0.392,0.61,1.098,-0.305,292.196,54,1,0,1,0,0,0,4,1,3,11
2018-07-10T13:28:09.542231,-0.092,-0.238,-0.971,-0.366,0.488,0,36.7,0.089,0.369,-0.86,-0.305,-0.549,-0.061,0,-0.254,0.013,-0.956,0.488,1.037,0.305,0,0.077,-0.023,-1.061,0.549,0.488,0.305,0,0.914,-0.036,0.392,0.488,0.183,0.183,292.196,60,1,0,1,0,0,0,4,1,3,11
2018-07-10T13:28:09.606906,-0.092,-0.237,-0.969,-0.854,0.427,0,36.7,0.089,0.369,-0.86,-0.305,-0.732,-0.061,0,-0.254,0.014,-0.953,0.671,0.793,0.305,0,0.076,-0.022,-1.06,0.854,0.549,0.244,0,0.91,-0.034,0.392,0.122,-0.671,0.244,292.196,132,1,0,1,0,0,0,4,1,3,11
2018-07-10T13:28:09.653532,-0.092,-0.237,-0.969,-0.427,0.366,0.122,36.7,0.09,0.369,-0.857,-0.366,-0.793,-0.122,0,-0.254,0.014,-0.953,0.671,0.732,0.366,0,0.078,-0.025,-1.062,0.976,0.915,0.244,0,0.914,-0.036,0.388,0.061,-1.098,0.427,292.196,173,1,0,1,0,0,0,4,1,3,11
2018-07-10T13:28:09.700658,-0.093,-0.236,-0.97,-0.183,0.183,0.061,36.7,0.092,0.368,-0.86,-0.305,-0.671,-0.122,0,-0.252,0.013,-0.954,0.854,0.976,0.244,0,0.078,-0.025,-1.062,0.61,0.976,0.244,0,0.914,-0.036,0.388,0.061,-1.037,0.366,292.196,216,1,0,1,0,0,0,4,1,3,11
2018-07-10T13:28:09.748789,-0.094,-0.237,-0.97,-0.244,0.427,0.061,36.7,0.092,0.368,-0.86,-0.305,-0.732,-0.061,0,-0.25,0.013,-0.957,0.732,0.976,0.366,0,0.079,-0.025,-1.065,0.427,0.854,0.244,0,0.915,-0.037,0.386,0.244,-0.427,0.366,292.196,244,1,0,1,0,0,0,4,1,3,11
2018-07-10T13:28:09.795915,-0.094,-0.237,-0.97,-0.549,0.732,0,36.7,0.092,0.367,-0.862,-0.183,-0.732,-0.061,0,-0.25,0.013,-0.957,0.671,1.22,0.305,0,0.079,-0.025,-1.065,0.671,0.915,0.305,0,0.915,-0.037,0.386,0.488,0.305,0,292.196,263,1,0,1,0,0,0,4,1,3,11
2018-07-10T13:28:09.851062,-0.094,-0.237,-0.969,-0.305,0.671,0,36.7,0.093,0.365,-0.862,0.061,-0.671,0.061,0,-0.25,0.012,-0.958,0.854,1.463,0.183,0,0.078,-0.025,-1.061,1.037,0.671,0.305,0,0.916,-0.036,0.387,0.61,0.549,-0.183,292.196,258,1,0,1,0,0,0,4,1,3,11
2018-07-10T13:28:09.914233,-0.092,-0.238,-0.971,-0.427,0.61,-0.061,36.7,0.093,0.365,-0.862,-0.366,-0.732,0,0,-0.249,0.012,-0.956,0.549,1.037,0.305,0,0.079,-0.025,-1.061,0.549,1.098,0.305,0,0.914,-0.034,0.385,0.366,-0.061,0.183,292.196,390,1,0,1,0,0,0,4,1,3,11
2018-07-10T13:28:09.971391,-0.092,-0.238,-0.971,-0.244,0.549,0,36.7,0.093,0.366,-0.86,-0.732,-0.976,-0.183,0,-0.249,0.012,-0.956,0.488,0.732,0.366,0,0.081,-0.025,-1.062,0.549,1.341,0.244,0,0.915,-0.037,0.384,0.244,-0.244,0.305,292.196,856,1,0,1,0,0,0,4,1,3,11
2018-07-10T13:28:10.015509,-0.092,-0.238,-0.971,0.061,0.671,0,44.519,0.093,0.368,-0.861,-0.671,-0.854,-0.183,0,-0.249,0.012,-0.958,0.488,0.732,0.366,0,0.081,-0.025,-1.062,0.61,1.951,0.244,0,0.915,-0.037,0.384,0.549,0.244,-0.366,292.196,1076,1,0,1,0,0,0,4,1,3,11
2018-07-10T13:28:10.066651,-0.092,-0.238,-0.97,-0.366,0.488,0,44.519,0.093,0.368,-0.861,-0.793,-0.915,-0.183,0,-0.248,0.014,-0.958,0.244,0.549,0.427,0,0.083,-0.024,-1.065,0.244,1.89,0.244,0,0.916,-0.033,0.385,0.671,0.671,-0.732,292.196,1117,1,0,1,0,0,0,4,1,3,11
2018-07-10T13:28:10.111771,-0.092,-0.238,-0.97,-0.61,0.915,-0.061,44.519,0.091,0.367,-0.86,-0.854,-0.915,-0.122,0,-0.248,0.014,-0.958,0.305,0.915,0.427,0,0.083,-0.024,-1.065,-0.183,1.402,0.305,0,0.916,-0.033,0.385,0.427,1.037,-0.549,292.196,1299,1,0,1,0,0,0,4,1,3,11
2018-07-10T13:28:10.164917,-0.092,-0.238,-0.97,-0.488,0.671,0,44.519,0.093,0.366,-0.862,-0.488,-0.732,-0.061,0,-0.243,0.013,-0.957,0.488,1.28,0.427,0,0.083,-0.023,-1.062,-0.061,1.037,0.244,0,0.914,-0.032,0.385,0.305,0.732,0.061,292.196,1427,1,0,1,0,0,0,4,1,3,11
2018-07-10T13:28:10.226081,-0.093,-0.239,-0.971,-0.732,0.427,0.061,44.519,0.093,0.366,-0.862,-0.549,-0.976,-0.061,0,-0.246,0.013,-0.957,0.732,1.463,0.305,0,0.084,-0.023,-1.062,0.854,1.037,0.305,0,0.913,-0.033,0.385,0.183,-0.061,0.244,292.196,1435,1,0,1,0,0,0,4,1,3,11
2018-07-10T13:28:10.340391,-0.094,-0.24,-0.969,-0.183,0.488,0.061,44.519,0.093,0.367,-0.861,-0.61,-1.037,-0.183,0,-0.241,0.013,-0.958,0.793,0.854,0.305,0,0.086,-0.024,-1.061,0.732,1.037,0.366,0,0.915,-0.035,0.385,0.488,0.549,-0.244,292.196,1026,1,0,1,0,0,0,4,1,3,11
2018-07-10T13:28:10.403565,-0.094,-0.239,-0.97,-0.488,0.732,0,44.519,0.093,0.367,-0.862,-0.61,-0.976,-0.183,0,-0.241,0.012,-0.959,0.671,0.793,0.305,0,0.086,-0.025,-1.063,0.427,0.793,0.305,0,0.916,-0.033,0.387,0.366,0.61,-0.366,292.196,662,1,0,1,0,0,0,4,1,3,11
2018-07-10T13:28:10.453200,-0.094,-0.239,-0.97,-0.244,0.854,0,44.519,0.093,0.367,-0.862,-0.549,-0.854,-0.183,0,-0.241,0.012,-0.959,0.427,0.854,0.305,0,0.085,-0.024,-1.061,0.549,0.427,0.244,0,0.915,-0.032,0.386,0.305,0.305,0.061,292.196,502,1,0,1,0,0,0,4,1,3,11
2018-07-10T13:28:10.504840,-0.093,-0.238,-0.971,-0.793,0.549,0,44.519,0.092,0.366,-0.861,-0.61,-0.976,-0.183,0,-0.24,0.013,-0.96,0.549,0.488,0.366,0,0.085,-0.024,-1.061,0.61,0.427,0.305,0,0.915,-0.032,0.386,0.244,0.244,0.244,292.196,161,1,0,1,0,0,0,4,1,3,11
2018-07-10T13:28:10.559488,-0.093,-0.238,-0.971,-0.976,0.549,0.061,44.519,0.092,0.368,-0.86,-0.793,-1.098,-0.305,0,-0.238,0.014,-0.957,0.488,0.427,0.366,0,0.085,-0.024,-1.061,1.098,0,0.305,0,0.915,-0.034,0.386,0.244,0.122,0.244,292.196,120,1,0,1,0,0,0,4,1,3,11
2018-07-10T13:28:10.606115,-0.093,-0.238,-0.971,-1.402,0.427,0.061,44.519,0.092,0.368,-0.86,-0.976,-1.28,-0.366,0,-0.238,0.014,-0.957,0.305,1.402,0.549,0,0.086,-0.024,-1.061,0.671,0.549,0.305,0,0.915,-0.034,0.386,0.305,0.305,-0.061,292.196,-14,1,0,1,0,0,0,4,1,3,11
2018-07-10T13:28:10.654748,-0.093,-0.236,-0.97,-1.037,0.671,0,44.519,0.092,0.368,-0.859,-0.976,-1.098,-0.305,0,-0.239,0.013,-0.958,0.488,0.244,0.427,0,0.086,-0.024,-1.061,0.549,0.793,0.305,0,0.916,-0.032,0.385,0.244,0.366,0.061,292.196,-185,1,0,1,0,0,0,4,1,3,11
2018-07-10T13:28:10.701374,-0.093,-0.236,-0.97,0,0.915,0,44.519,0.092,0.368,-0.859,-0.915,-0.976,-0.305,0,-0.239,0.013,-0.958,0.427,-0.183,0.366,0,0.086,-0.025,-1.062,0.732,0.732,0.305,0,0.915,-0.032,0.385,0.244,0.427,0.183,292.196,-609,1,0,1,0,0,0,4,1,3,11
2018-07-10T13:28:10.762542,-0.094,-0.237,-0.97,0,0.549,0,44.519,0.092,0.368,-0.86,-0.549,-0.976,-0.244,0,-0.238,0.014,-0.959,0.488,0,0.305,0,0.086,-0.025,-1.062,0.732,1.098,0.305,0,0.915,-0.032,0.385,0.244,0.183,0.122,292.196,-1222,1,0,1,0,0,0,4,1,3,11
2018-07-10T13:28:10.821700,-0.094,-0.238,-0.969,-0.671,0.61,0.061,44.519,0.091,0.367,-0.861,-0.488,-0.915,-0.305,0,-0.238,0.014,-0.957,0.488,0,0.305,0,0.087,-0.024,-1.064,0.366,0.488,0.305,0,0.915,-0.033,0.386,0,0.244,0.122,292.196,-1368,1,0,1,0,0,0,4,1,3,11
2018-07-10T13:28:10.872844,-0.093,-0.238,-0.97,-0.671,0.61,0.061,44.519,0.091,0.369,-0.861,-0.488,-0.915,-0.244,0,-0.239,0.013,-0.957,0.732,0,0.366,0,0.086,-0.024,-1.062,0.61,0.305,0.244,0,0.916,-0.032,0.385,0.061,0.183,0.244,292.196,-1273,1,0,1,0,0,0,4,1,3,11
2018-07-10T13:28:10.919969,-0.093,-0.238,-0.97,-0.671,0.549,0,44.519,0.091,0.369,-0.861,-0.61,-1.037,-0.366,0,-0.239,0.013,-0.957,0.793,-0.366,0.366,0,0.086,-0.024,-1.062,0.793,0.244,0.305,0,0.916,-0.032,0.385,0.061,0.122,0.183,292.196,-1001,1,0,1,0,0,0,4,1,3,11
2018-07-10T13:28:10.967099,-0.093,-0.238,-0.97,-1.037,0.366,0.061,44.519,0.093,0.368,-0.86,-0.732,-1.037,-0.366,0,-0.239,0.014,-0.959,0.61,-0.488,0.366,0,0.086,-0.024,-1.061,0.854,-0.122,0.305,0,0.916,-0.033,0.383,-0.122,0.061,0.488,292.196,-856,1,0,1,0,0,0,4,1,3,11
2018-07-10T13:28:11.012220,-0.093,-0.238,-0.97,-1.341,0.549,-0.061,44.519,0.093,0.368,-0.86,-0.671,-1.098,-0.366,0,-0.239,0.014,-0.959,0.671,-0.61,0.305,0,0.086,-0.026,-1.061,0.854,0.183,0.305,0,0.916,-0.035,0.382,-0.061,-0.244,0.427,281.426,-701,1,0,1,0,1,1,4,1,3,11
2018-07-10T13:28:11.074391,-0.094,-0.237,-0.971,-0.305,0.732,0,44.519,0.092,0.368,-0.86,-0.61,-1.098,-0.427,0,-0.24,0.014,-0.958,0.732,-0.793,0.305,0,0.086,-0.026,-1.061,0.366,0.427,0.305,0,0.916,-0.035,0.382,0.122,0,0,281.426,-505,1,0,1,0,1,1,4,1,3,11
2018-07-10T13:28:11.127532,-0.093,-0.238,-0.97,-0.183,1.037,0,44.519,0.09,0.37,-0.86,-0.732,-1.098,-0.427,0,-0.243,0.014,-0.958,0.61,-0.915,0.366,0,0.086,-0.025,-1.063,0.549,0.061,0.305,0,0.916,-0.033,0.382,0.305,0.488,-0.244,281.426,-379,1,0,1,0,1,1,4,1,3,11
2018-07-10T13:28:11.185691,-0.093,-0.238,-0.97,0.122,0.61,0.061,44.519,0.089,0.369,-0.86,-0.793,-0.976,-0.427,0,-0.244,0.014,-0.957,0.732,-0.854,0.366,0,0.084,-0.024,-1.061,0.793,-0.061,0.244,0,0.914,-0.032,0.384,0.366,1.098,-0.244,281.426,-250,1,0,1,0,1,1,4,1,3,11
2018-07-10T13:28:11.238833,-0.093,-0.238,-0.97,-0.61,0.549,0,44.519,0.089,0.369,-0.86,-0.854,-1.159,-0.427,0,-0.244,0.014,-0.957,0.61,-1.037,0.427,0,0.084,-0.024,-1.061,0.793,-0.122,0.244,0,0.914,-0.032,0.384,0.122,0.793,0.183,281.426,-116,1,0,1,0,1,1,4,1,3,11
